incident_id,site_name,inverter_name,status,start_date,end_date,days,confidence_score,confidence_label,baseline_share,median_ratio,min_ratio,expected_kwh_min,expected_kwh_max,actual_kwh_min,actual_kwh_max,peer_inverter_count,reason,source_file
FRONIUS-35d57c96-ce57-4d21-8268--020,NE19-8-11,Symo Advanced 24.0-3 480 (5),sustained_underperformance,2025-02-08,2025-02-13,6,69,medium,0.273925,0.471013,0.42513,38.34683,124.244387,20.34,52.82,4,"Sustained underperformance: actual output was typically 47.1% of expected for 6 day(s), bottoming at 42.5%, while peers remained active.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--021,NE19-8-11,Symo Advanced 24.0-3 480 (3),sustained_underperformance,2025-02-17,2025-02-19,3,42,low,0.194807,0.579837,0.506816,52.366136,65.570171,26.54,46.48,4,"Sustained underperformance: actual output was typically 58.0% of expected for 3 day(s), bottoming at 50.7%, while peers remained active.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--022,NE19-8-11,Symo Advanced 24.0-3 480 (5),sustained_underperformance,2025-02-17,2025-02-20,4,65,medium,0.273925,0.446686,0.371581,73.633913,121.650313,32.94,84.82,4,"Sustained underperformance: actual output was typically 44.7% of expected for 4 day(s), bottoming at 37.2%, while peers remained active.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--023,NE19-8-11,Symo Advanced 24.0-3 480 (4),offline_or_near_zero,2025-05-25,2025-05-27,3,97,high,0.195284,0.0,0.0,102.098439,106.621219,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 3 day(s), with expected daily energy between 102.1 and 106.6 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--024,NE19-8-11,Symo Advanced 24.0-3 480 (5),offline_or_near_zero,2025-05-25,2025-05-27,3,100,high,0.273925,0.0,0.0,143.213728,149.557842,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 3 day(s), with expected daily energy between 143.2 and 149.6 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--025,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-06-19,2025-06-26,8,100,high,0.19324,0.0,0.0,22.518214,150.601303,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 8 day(s), with expected daily energy between 22.5 and 150.6 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--026,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-07-04,2025-07-13,10,100,high,0.19324,0.0,0.0,48.843248,144.527782,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 10 day(s), with expected daily energy between 48.8 and 144.5 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--027,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-07-15,2025-07-16,2,95,high,0.19324,0.0,0.0,64.532373,124.82507,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 2 day(s), with expected daily energy between 64.5 and 124.8 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--028,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-07-22,2025-08-12,22,100,high,0.19324,0.0,0.0,23.948187,143.511341,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 22 day(s), with expected daily energy between 23.9 and 143.5 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--029,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-08-26,2025-09-02,8,99,high,0.19324,0.0,0.0,45.819048,129.665722,0.0,7.53,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 8 day(s), with expected daily energy between 45.8 and 129.7 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--030,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-09-06,2025-09-15,10,98,high,0.19324,0.0,0.0,41.287579,124.141001,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 10 day(s), with expected daily energy between 41.3 and 124.1 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--031,NE19-8-11,Symo Advanced 24.0-3 480 (3),offline_or_near_zero,2025-09-15,2025-09-15,1,88,high,0.194807,0.0,0.0,70.590353,70.590353,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 1 day(s), with expected daily energy between 70.6 and 70.6 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--032,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-09-17,2025-10-03,17,98,high,0.19324,0.0,0.0,47.519557,120.687809,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 17 day(s), with expected daily energy between 47.5 and 120.7 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--033,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-10-05,2025-10-11,7,98,high,0.19324,0.0,0.0,93.381117,118.272314,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 7 day(s), with expected daily energy between 93.4 and 118.3 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
FRONIUS-35d57c96-ce57-4d21-8268--034,NE19-8-11,Symo Advanced 24.0-3 480 (1),offline_or_near_zero,2025-10-13,2025-11-06,25,98,high,0.19324,0.0,0.0,22.239949,112.981413,0.0,0.0,4,"Likely outage/near-zero production: actual output was 0.0% of expected for 25 day(s), with expected daily energy between 22.2 and 113.0 kWh.",fronius_NE19-8-11__35d57c96-ce57-4d21-8268-a171098cd93d.csv
