site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo Advanced 24.0-3 480 (1) (0FEDFF)__rated_kw,Symo Advanced 24.0-3 480 (1) (0FEDFF)__daily_energy_kwh,Symo Advanced 24.0-3 480 (1) (0FEDFF)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (1) (0FEDFF)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (708658)__rated_kw,Symo Advanced 24.0-3 480 (2) (708658)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (708658)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (708658)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (C5E0C3)__rated_kw,Symo Advanced 24.0-3 480 (3) (C5E0C3)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (C5E0C3)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (C5E0C3)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (4) (9F82F9)__rated_kw,Symo Advanced 24.0-3 480 (4) (9F82F9)__daily_energy_kwh,Symo Advanced 24.0-3 480 (4) (9F82F9)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (4) (9F82F9)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (3318AD)__rated_kw,Symo Advanced 24.0-3 480 (5) (3318AD)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (3318AD)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (3318AD)__relative_specific_yield_vs_site_avg
NE19-8-11,2023-12-21,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,223.69,9.320417,5.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
NE19-8-11,2023-12-22,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-23,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-24,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-25,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-26,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-27,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-28,site_missing_data,223.69,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-29,site_missing_data,384.58,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-30,site_missing_data,272.96,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2023-12-31,site_missing_data,161.34,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2024-01-01,site_missing_data,227.535,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2024-01-02,site_missing_data,283.26,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2024-01-03,site_missing_data,222.3,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2024-01-04,site_missing_data,161.34,FRONIUS-35d57c96-ce57-4d21-8268--G001,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3), Symo Advanced 24.0-3 480 (4) (9F82F9), Symo Advanced 24.0-3 480 (5) (3318AD)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
NE19-8-11,2024-01-05,Normal,384.58,,,24.0,72.36,3.015,0.940767,24.0,70.97,2.957083,0.922695,24.0,68.96,2.873333,0.896562,24.0,74.11,3.087917,0.963519,24.0,98.18,4.090833,1.276457
NE19-8-11,2024-01-06,Normal,161.34,,,24.0,30.19,1.257917,0.935602,24.0,29.95,1.247917,0.928164,24.0,29.94,1.2475,0.927854,24.0,30.34,1.264167,0.94025,24.0,40.92,1.705,1.268129
NE19-8-11,2024-01-07,Normal,97.32,,,24.0,12.09,0.50375,0.621147,24.0,13.66,0.569167,0.701808,24.0,14.17,0.590417,0.728011,24.0,25.13,1.047083,1.291102,24.0,32.27,1.344583,1.657933
NE19-8-11,,Marker - 0 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-01-08,Normal,293.73,,,24.0,35.49,1.47875,0.604126,24.0,44.95,1.872917,0.765158,24.0,45.34,1.889167,0.771797,24.0,74.69,3.112083,1.271406,24.0,93.26,3.885833,1.587512
NE19-8-11,2024-01-09,Normal,283.26,,,24.0,52.13,2.172083,0.920179,24.0,50.32,2.096667,0.88823,24.0,51.27,2.13625,0.904999,24.0,56.58,2.3575,0.998729,24.0,72.96,3.04,1.287863
NE19-8-11,2024-01-10,Normal,60.36,,,24.0,7.37,0.307083,0.610504,24.0,7.07,0.294583,0.585653,24.0,10.26,0.4275,0.849901,24.0,16.13,0.672083,1.33615,24.0,19.53,0.81375,1.617793
NE19-8-11,2024-01-11,Normal,59.15,,,24.0,6.26,0.260833,0.529163,24.0,6.97,0.290417,0.58918,24.0,8.71,0.362917,0.736264,24.0,17.66,0.735833,1.492815,24.0,19.55,0.814583,1.652578
NE19-8-11,2024-01-12,sustained_underperformance,287.19,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,20.88,0.87,0.363522,24.0,34.93,1.455417,0.608134,24.0,38.05,1.585417,0.662453,24.0,91.59,3.81625,1.594589,24.0,101.74,4.239167,1.771301
NE19-8-11,2024-01-13,sustained_underperformance,389.65,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,29.81,1.242083,0.382523,24.0,45.17,1.882083,0.579623,24.0,55.72,2.321667,0.715001,24.0,120.61,5.025417,1.547671,24.0,138.34,5.764167,1.775183
NE19-8-11,2024-01-14,sustained_underperformance,358.48,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,29.0,1.208333,0.404486,24.0,42.38,1.765833,0.591107,24.0,45.59,1.899583,0.635879,24.0,113.58,4.7325,1.584189,24.0,127.93,5.330417,1.784339
NE19-8-11,2024-01-15,sustained_underperformance,418.42,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,32.84,1.368333,0.392429,24.0,48.96,2.04,0.585058,24.0,60.17,2.507083,0.719014,24.0,130.53,5.43875,1.559796,24.0,145.92,6.08,1.743702
NE19-8-11,2024-01-16,sustained_underperformance,196.2,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,24.59,1.024583,0.626656,24.0,27.9,1.1625,0.711009,24.0,28.47,1.18625,0.725535,24.0,50.85,2.11875,1.295872,24.0,64.39,2.682917,1.640928
NE19-8-11,2024-01-17,sustained_underperformance,40.08,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,6.93,0.28875,0.864521,24.0,7.03,0.292917,0.876996,24.0,7.65,0.31875,0.954341,24.0,7.46,0.310833,0.930639,24.0,11.01,0.45875,1.373503
NE19-8-11,2024-01-18,sustained_underperformance,113.4,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,10.07,0.419583,0.444004,24.0,11.04,0.46,0.486772,24.0,13.73,0.572083,0.605379,24.0,47.75,1.989583,2.105379,24.0,30.81,1.28375,1.358466
NE19-8-11,2024-01-19,sustained_underperformance,140.93,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,10.37,0.432083,0.367913,24.0,12.03,0.50125,0.426808,24.0,15.3,0.6375,0.542823,24.0,66.29,2.762083,2.351877,24.0,36.94,1.539167,1.31058
NE19-8-11,2024-01-20,sustained_underperformance,396.45,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,74.16,3.09,0.935301,24.0,90.8,3.783333,1.145163,24.0,33.15,1.38125,0.418086,24.0,102.8,4.283333,1.296506,24.0,95.54,3.980833,1.204944
NE19-8-11,2024-01-21,sustained_underperformance,382.1,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,83.05,3.460417,1.086757,24.0,80.77,3.365417,1.056922,24.0,32.46,1.3525,0.424758,24.0,92.74,3.864167,1.213557,24.0,93.08,3.878333,1.218006
NE19-8-11,2024-01-22,sustained_underperformance,127.21,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,27.27,1.13625,1.07185,24.0,26.33,1.097083,1.034903,24.0,13.33,0.555417,0.523937,24.0,29.16,1.215,1.146136,24.0,31.12,1.296667,1.223174
NE19-8-11,2024-01-23,sustained_underperformance,353.95,FRONIUS-35d57c96-ce57-4d21-8268--G002,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (2) (708658), Symo Advanced 24.0-3 480 (3) (C5E0C3)",24.0,69.51,2.89625,0.981918,24.0,68.12,2.838333,0.962283,24.0,53.57,2.232083,0.756745,24.0,73.41,3.05875,1.037011,24.0,89.34,3.7225,1.262043
NE19-8-11,2024-01-24,Normal,612.38,,,24.0,114.26,4.760833,0.932917,24.0,110.93,4.622083,0.905728,24.0,114.8,4.783333,0.937326,24.0,118.97,4.957083,0.971374,24.0,153.42,6.3925,1.252654
NE19-8-11,2024-01-25,Normal,641.44,,,24.0,120.54,5.0225,0.939605,24.0,116.92,4.871667,0.911387,24.0,119.68,4.986667,0.932901,24.0,125.69,5.237083,0.979749,24.0,158.61,6.60875,1.236359
NE19-8-11,2024-01-26,Normal,615.9,,,24.0,115.03,4.792917,0.933837,24.0,112.39,4.682917,0.912405,24.0,117.05,4.877083,0.950235,24.0,119.6,4.983333,0.970937,24.0,151.83,6.32625,1.232586
NE19-8-11,2024-01-27,Normal,552.3,,,24.0,103.89,4.32875,0.940521,24.0,101.56,4.231667,0.919428,24.0,103.25,4.302083,0.934728,24.0,106.02,4.4175,0.959804,24.0,137.58,5.7325,1.245519
NE19-8-11,2024-01-28,Normal,185.99,,,24.0,33.83,1.409583,0.909457,24.0,33.5,1.395833,0.900586,24.0,34.91,1.454583,0.938491,24.0,35.7,1.4875,0.959729,24.0,48.05,2.002083,1.291736
NE19-8-11,,Marker - 2 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-01-31,Normal,608.08,,,24.0,113.23,4.717917,0.931045,24.0,112.99,4.707917,0.929072,24.0,114.92,4.788333,0.944941,24.0,116.07,4.83625,0.954397,24.0,150.87,6.28625,1.240544
NE19-8-11,2024-02-01,Normal,655.96,,,24.0,123.33,5.13875,0.940073,24.0,122.19,5.09125,0.931383,24.0,122.78,5.115833,0.93588,24.0,125.85,5.24375,0.959281,24.0,161.81,6.742083,1.233383
NE19-8-11,2024-02-02,Normal,618.29,,,24.0,115.5,4.8125,0.934028,24.0,115.04,4.793333,0.930308,24.0,116.7,4.8625,0.943732,24.0,117.92,4.913333,0.953598,24.0,153.13,6.380417,1.238335
NE19-8-11,2024-02-03,Normal,107.73,,,24.0,20.18,0.840833,0.936601,24.0,20.08,0.836667,0.93196,24.0,20.24,0.843333,0.939386,24.0,20.07,0.83625,0.931495,24.0,27.16,1.131667,1.260559
NE19-8-11,2024-02-04,Normal,117.04,,,24.0,15.55,0.647917,0.664303,24.0,18.43,0.767917,0.787338,24.0,21.5,0.895833,0.918489,24.0,22.83,0.95125,0.975308,24.0,38.73,1.61375,1.654563
NE19-8-11,2024-02-05,sustained_underperformance,270.51,FRONIUS-35d57c96-ce57-4d21-8268--G003,Symo Advanced 24.0-3 480 (2) (708658),24.0,32.67,1.36125,0.603859,24.0,41.03,1.709583,0.758382,24.0,43.06,1.794167,0.795904,24.0,65.87,2.744583,1.217515,24.0,87.88,3.661667,1.624339
NE19-8-11,2024-02-06,sustained_underperformance,155.95,FRONIUS-35d57c96-ce57-4d21-8268--G003,Symo Advanced 24.0-3 480 (2) (708658),24.0,25.52,1.063333,0.818211,24.0,20.98,0.874167,0.672651,24.0,25.36,1.056667,0.813081,24.0,36.02,1.500833,1.154857,24.0,48.07,2.002917,1.541199
NE19-8-11,2024-02-07,sustained_underperformance,152.76,FRONIUS-35d57c96-ce57-4d21-8268--G003,Symo Advanced 24.0-3 480 (2) (708658),24.0,22.11,0.92125,0.723684,24.0,22.04,0.918333,0.721393,24.0,23.33,0.972083,0.763616,24.0,35.94,1.4975,1.176355,24.0,49.34,2.055833,1.614952
NE19-8-11,2024-02-08,sustained_underperformance,170.93,FRONIUS-35d57c96-ce57-4d21-8268--G003,Symo Advanced 24.0-3 480 (2) (708658),24.0,27.03,1.12625,0.790675,24.0,24.66,1.0275,0.721348,24.0,27.39,1.14125,0.801205,24.0,39.59,1.649583,1.158076,24.0,52.26,2.1775,1.528696
NE19-8-11,2024-02-09,sustained_underperformance,126.54,FRONIUS-35d57c96-ce57-4d21-8268--G003,Symo Advanced 24.0-3 480 (2) (708658),24.0,18.25,0.760417,0.721116,24.0,15.34,0.639167,0.606132,24.0,21.06,0.8775,0.832148,24.0,30.72,1.28,1.213845,24.0,41.17,1.715417,1.626758
NE19-8-11,2024-02-10,Normal,544.49,,,24.0,97.0,4.041667,0.890742,24.0,91.41,3.80875,0.839409,24.0,90.38,3.765833,0.829951,24.0,119.54,4.980833,1.097724,24.0,146.16,6.09,1.342173
NE19-8-11,2024-02-11,Normal,335.96,,,24.0,61.93,2.580417,0.921687,24.0,60.2,2.508333,0.89594,24.0,62.18,2.590833,0.925408,24.0,64.72,2.696667,0.96321,24.0,86.93,3.622083,1.293755
NE19-8-11,2024-02-12,Normal,370.8,,,24.0,70.53,2.93875,0.951052,24.0,67.93,2.830417,0.915992,24.0,69.33,2.88875,0.934871,24.0,70.98,2.9575,0.95712,24.0,92.03,3.834583,1.240965
NE19-8-11,2024-02-13,Normal,281.18,,,24.0,50.91,2.12125,0.905292,24.0,48.79,2.032917,0.867594,24.0,52.41,2.18375,0.931965,24.0,55.24,2.301667,0.982289,24.0,73.83,3.07625,1.31286
NE19-8-11,2024-02-14,Normal,672.78,,,24.0,130.65,5.44375,0.970971,24.0,128.21,5.342083,0.952837,24.0,132.59,5.524583,0.985389,24.0,133.6,5.566667,0.992895,24.0,147.73,6.155417,1.097907
NE19-8-11,,Marker - 80 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,
NE19-8-11,2024-05-05,Normal,461.96,,,24.0,86.77,3.615417,0.939151,24.0,86.1,3.5875,0.931899,24.0,85.93,3.580417,0.930059,24.0,86.74,3.614167,0.938826,24.0,116.42,4.850833,1.260066
NE19-8-11,2024-05-06,Normal,545.45,,,24.0,102.73,4.280417,0.9417,24.0,101.44,4.226667,0.929874,24.0,101.24,4.218333,0.928041,24.0,102.71,4.279583,0.941516,24.0,137.33,5.722083,1.258869
NE19-8-11,2024-05-07,Normal,78.06,,,24.0,14.66,0.610833,0.939021,24.0,14.49,0.60375,0.928132,24.0,14.33,0.597083,0.917884,24.0,14.79,0.61625,0.947348,24.0,19.79,0.824583,1.267615
NE19-8-11,2024-05-08,Normal,145.06,,,24.0,27.43,1.142917,0.945471,24.0,26.91,1.12125,0.927547,24.0,26.69,1.112083,0.919964,24.0,27.19,1.132917,0.937198,24.0,36.84,1.535,1.269819
NE19-8-11,2024-05-09,Normal,974.36,,,24.0,190.43,7.934583,0.977206,24.0,185.99,7.749583,0.954421,24.0,183.68,7.653333,0.942567,24.0,190.5,7.9375,0.977565,24.0,223.76,9.323333,1.148241
NE19-8-11,2024-05-10,offline_or_near_zero,719.92,FRONIUS-35d57c96-ce57-4d21-8268--G004,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (4) (9F82F9)",24.0,0.0,0.0,0.0,24.0,182.16,7.59,1.265141,24.0,179.03,7.459583,1.243402,24.0,135.94,5.664167,0.944133,24.0,222.79,9.282917,1.547325
NE19-8-11,2024-05-11,offline_or_near_zero,754.64,FRONIUS-35d57c96-ce57-4d21-8268--G004,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (4) (9F82F9)",24.0,0.0,0.0,0.0,24.0,177.83,7.409583,1.178244,24.0,176.56,7.356667,1.169829,24.0,181.91,7.579583,1.205277,24.0,218.34,9.0975,1.44665
NE19-8-11,2024-05-12,offline_or_near_zero,680.05,FRONIUS-35d57c96-ce57-4d21-8268--G004,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (4) (9F82F9)",24.0,0.0,0.0,0.0,24.0,159.51,6.64625,1.172781,24.0,158.96,6.623333,1.168738,24.0,163.46,6.810833,1.201823,24.0,198.12,8.255,1.456658
NE19-8-11,2024-05-13,offline_or_near_zero,326.79,FRONIUS-35d57c96-ce57-4d21-8268--G004,"Symo Advanced 24.0-3 480 (1) (0FEDFF), Symo Advanced 24.0-3 480 (4) (9F82F9)",24.0,2.55,0.10625,0.039016,24.0,97.02,4.0425,1.48444,24.0,96.1,4.004167,1.470363,24.0,2.65,0.110417,0.040546,24.0,128.47,5.352917,1.965635
NE19-8-11,2024-05-14,Normal,534.23,,,24.0,102.98,4.290833,0.963817,24.0,101.36,4.223333,0.948655,24.0,100.73,4.197083,0.942759,24.0,103.12,4.296667,0.965127,24.0,126.04,5.251667,1.179642
NE19-8-11,2024-05-15,Normal,814.47,,,24.0,155.14,6.464167,0.952398,24.0,152.32,6.346667,0.935087,24.0,151.63,6.317917,0.930851,24.0,155.39,6.474583,0.953933,24.0,199.99,8.332917,1.227731
NE19-8-11,2024-05-16,Normal,737.63,,,24.0,141.6,5.9,0.959831,24.0,138.33,5.76375,0.937665,24.0,136.26,5.6775,0.923634,24.0,141.46,5.894167,0.958882,24.0,179.98,7.499167,1.219988
NE19-8-11,2024-05-17,Normal,336.85,,,24.0,63.84,2.66,0.947603,24.0,63.32,2.638333,0.939884,24.0,63.51,2.64625,0.942704,24.0,63.77,2.657083,0.946564,24.0,82.41,3.43375,1.223245
